keydevid,companyid,companyname,keydeveventtypeid,announcedate,gvkey
597367987,24937,Apple Inc.,25,20190107,001690
597378977,9446563,My E.G. Services Berhad,25,20181017,282617
597381405,309456,"Trinity Industries, Inc.",25,20190107,010735
597387381,108856,HP Inc.,25,20190107,005606
597387528,40424708,"Iovance Biotherapeutics, Inc.",25,20190107,180057
597388788,146026907,"Point Blank Enterprises, Inc.",25,20190107,
597389254,280910,"InterDigital, Inc.",25,20190107,006100
597389306,310857479,Quorum Health Corporation,25,20190107,026157
597392114,25538304,Reliance Communications Limited,25,20190107,275201
597392723,279328,"Immunomedics, Inc.",25,20190107,005902
597404875,23943463,"Rimini Street, Inc.",25,20180814,019802
597428035,263093,DXC Technology Company,25,20190108,003336
597428056,3181355,"XPO Logistics, Inc.",25,20190107,144998
597428503,319092,Perrigo Company plc,25,20190107,024782
597430154,431699301,Liberty Health Sciences Inc.,25,20190108,021908
597455234,8355123,Northeast Electric Development Company Limited,25,20190107,206898
597455234,30374901,"Shenyang Zhaoli High-Voltage Electric Equipment Co., Ltd.",25,20190107,
597457211,379714264,Northwest Marketing & Management Inc.,25,20190107,
597457211,421842643,Sway Capital Corp,25,20190107,
597457211,549952248,BridgeMark Financial Corp,25,20190107,
597458437,598622,"Delcath Systems, Inc.",25,20190107,140023
597474320,25064111,"Bio-Nucleonics, Inc.",25,20190107,
597477871,25227117,Olympic Entertainment Group AS,25,20181023,279455
597480295,874714,Steel & Tube Holdings Limited,25,20181024,102270
597484853,278409884,"EBTH, Inc.",25,20190107,
597521376,253748612,Cheetah Mobile Inc.,25,20190108,020128
597521494,25933,"Altice USA, Inc.",25,20190108,012485
597526742,875015,Fisher & Paykel Healthcare Corporation Limited,25,20181022,101256
597531537,9794599,China TechFaith Wireless Communication Technology Limited,25,20190108,163769
597531688,265511894,Aphria Inc.,25,20190108,022387
597553977,192089,YRC Worldwide Inc.,25,20190108,011649
597554949,358898,Natural Health Trends Corp.,25,20190109,060911
597556408,27423425,Essential Energy Services Ltd.,25,20190108,174361
597577082,94104,Infogroup Inc.,25,20190108,024934
597577082,341017729,DatabaseUSA.Com LLC,25,20190108,
597603388,560932920,"GreenSky, Inc.",25,20190108,033531
597660039,878252,Vedanta Limited,25,20190109,208323
597660679,951361,"Tri-Union Seafoods, LLC",25,20190109,
597666777,279328,"Immunomedics, Inc.",25,20190109,005902
597666973,882666,Puncak Niaga Holdings Berhad,25,20190108,230878
597667008,30974563,Setia Fontaines Sdn Bhd,25,20190108,
597667109,540635566,FinVolution Group,25,20190109,032625
597676563,4005629,Tenaris S.A.,25,20190109,151933
597687591,213550695,Sogou Inc.,25,20190109,032639
597688220,31148,"Marriott International, Inc.",25,20190109,028930
597688371,279328,"Immunomedics, Inc.",25,20190109,005902
597703814,20946777,"AxoGen, Inc.",25,20190110,190355
597708523,276734264,MMMG LLC,25,20190110,
597765503,558679,Danske Bank A/S,25,20190110,
597804284,690690,On Track Innovations Ltd.,25,20190110,252614
597892547,31148,"Marriott International, Inc.",25,20190110,028930
597909680,29096,Alphabet Inc.,25,20190110,160329
597913423,288502,"Merck & Co., Inc.",25,20190110,007257
597924692,560932920,"GreenSky, Inc.",25,20190110,033531
597926886,30663855,Wayfair Inc.,25,20190111,021540
598001997,306553239,"Langfang City Property Development Co., Ltd.",25,20190110,
598001997,306553668,"Langfang Vast Zhanyao Property Development Co., Ltd",25,20190110,
598015560,31249899,Shanghai San Teh Xing Real Estate Co. Ltd.,25,20181023,
598027999,313055,Walmart Inc.,25,20190111,011259
598072520,286393,Markel Corporation,25,20190111,012909
598073165,224055283,Snap Inc.,25,20190111,030091
598074393,32012,"Netflix, Inc.",25,20190111,147579
598076019,127719,"Welbilt, Inc.",25,20190112,026495
598076071,94192,ION Geophysical Corporation,25,20190111,023810
598076477,23957317,Ternium S.A.,25,20190112,165927
598086779,26782,"Community Health Systems, Inc.",25,20180925,023714
598095224,323899,Barclays PLC,25,20181029,012673
598095224,2456646,Barclays Bank PLC,25,20181029,105547
598110364,875120,SNC-Lavalin Group Inc.,25,20190112,014352
598287594,2445979,Ratch Group Public Company Limited,25,20181025,243533
598317123,288033,"McDermott International, Inc.",25,20190114,007152
598357823,20946777,"AxoGen, Inc.",25,20190114,190355
598400091,266087858,"Diamond Kinetics, Inc.",25,20190115,
598404893,317627,Boston Scientific Corporation,25,20190115,025279
598404893,411220,Edwards Lifesciences Corporation,25,20190115,133366
598412167,6479188,"Shenyang Machine Tool Co., Ltd.",25,20190114,260177
598412167,8178319,Shenji Group Kunming Machine Tool Company Limited,25,20190114,211752
598412167,53037690,Zhong De Securities Company Limited,25,20190114,
598412167,285125024,"Tibet Ziguang Zhuoyuan Equity Investment Co., Ltd.",25,20190114,
598419650,31007,Maxar Technologies Inc.,25,20190115,137609
598420385,170972527,PLUS Malaysia Berhad,25,20190114,
598426256,331146997,RightWay Funding LLC,25,20190115,
598429098,31231670,VirnetX Holding Corp,25,20190115,122175
598465757,29393870,Wi2Wi Corporation,25,20181029,017217
598490158,7406282,DBV Technologies S.A.,25,20190115,312079
598490165,3126203,"Osiris Therapeutics, Inc.",25,20190116,174648
598512976,799910,Michigan Sugar Company,25,20190115,007325
598570365,30820925,Kilang Bihun Bersatu Sdn. Bhd.,25,20190116,
598571846,805269,Pacific Gas and Electric Company,25,20190116,
598574390,34934471,Centron Telecom International Holding Limited,25,20181019,285543
598593598,276601,"H&R Block, Inc.",25,20190117,002269
598607343,3758987,Duke University,25,20190116,
598617610,874012,Boustead Holdings Berhad,25,20181018,017417
598617610,51190004,Bakti Wira Development Sdn Bhd,25,20181018,
598622149,4508982,Malaysia Pacific Corporation Berhad,25,20181025,232124
598627875,10947967,Cuscapi Berhad,25,20181029,270953
598627875,247229690,Cuscapi Malaysia Sdn Bhd.,25,20181029,
598646996,32426493,"Beijing Junyizhicheng Technology Developing Co., Ltd.",25,20181029,
598650921,214267877,PT Pinang Coal Indonesia,25,20181030,
598677047,265450040,Changgang Dunxin Enterprise Company Limited,25,20190117,317882
598681826,20946777,"AxoGen, Inc.",25,20190117,190355
598683830,316296216,Perusahaan Otomobil Nasional Sdn. Bhd.,25,20190117,
598695016,33541470,Nobilis Health Corp.,25,20190117,177472
598695042,308047,Teva Pharmaceutical Industries Limited,25,20190113,014538
598695367,578857175,The Apartment (BB) Sdn. Bhd,25,20181019,
598695575,5466933,The People's Insurance Company (Group) of China Limited,25,20181024,314214
598748491,610837,Ultra Petroleum Corp.,25,20190117,108645
598749285,85076655,360 Security Technology Inc.,25,20190117,186717
598788468,253373516,J TRUST ASIA PTE. LTD.,25,20181029,
598848270,6514949,Los Robles Hospital & Medical Center,25,20190118,
598855577,20356379,Mafatlal Industries Limited,25,20190118,200436
598858926,41136150,Tangshan Investment Co. Ltd.,25,20190118,
598871476,49062639,"Cocrystal Pharma, Inc.",25,20190118,019467
598871739,391687,Citigroup Inc.,25,20190118,003243
598871739,658776,JPMorgan Chase & Co.,25,20190118,002968
598871739,998257,"Citibank, N.A.",25,20190118,
598871739,3711604,"JPMorgan Chase Bank, National Association",25,20190118,
598875974,3168416,MBT Financial Corp.,25,20190118,019057
598892452,4222231,"Activision Blizzard, Inc.",25,20190119,180405
598898185,263093,DXC Technology Company,25,20190119,003336
599139826,103599,Xerox Holdings Corporation,25,20180514,011636
599139826,412700,FUJIFILM Holdings Corporation,25,20180514,004925
599152248,264106586,OrganiGram Holdings Inc.,25,20190121,021577
599152248,412999508,OrganiGram Inc.,25,20190121,
599167075,24378207,"22nd Century Group, Inc.",25,20190121,017185
599195950,24378207,"22nd Century Group, Inc.",25,20190122,017185
599226744,410467,Deutsche Bank Aktiengesellschaft,25,20190122,015576
599226744,875095,Hauck & Aufhäuser Privatbankiers AG,25,20190122,
599226928,402182,UPM-Kymmene Oyj,25,20180521,101718
599263540,312981,G4S Secure Solutions (USA) Inc.,25,20190122,011249
599264059,4481358,ENRA Group Berhad,25,20190122,208671
599264266,12784151,RHB Trustees Berhad,25,20190122,
599264266,105659883,Sunway REIT Management Sdn Bhd,25,20190122,
599272903,22687381,Mutual Fund Dealers Association Of Canada,25,20190122,
599282498,27561,"DICK'S Sporting Goods, Inc.",25,20190122,150139
599295758,318913187,"Elysium Health, Inc.",25,20190122,
599306534,126991219,Ferroglobe PLC,25,20190122,026753
599316885,388904,ASML Holding N.V.,25,20190123,061214
599316885,874168,Nikon Corporation,25,20190123,100486
599316885,7942278,Carl Zeiss SMT GmbH,25,20190123,
599318416,31498,"Ironwood Pharmaceuticals, Inc.",25,20180503,184256
599318416,36478,Allergan plc,25,20180503,027845
599318416,1514127,Aurobindo Pharma Limited,25,20180503,238162
599390306,27283,LivaNova PLC,25,20190123,027810
599390306,317627,Boston Scientific Corporation,25,20190123,025279
599390306,3168457,Neovasc Inc.,25,20190123,143770
599404804,28895292,"Tetraphase Pharmaceuticals, Inc.",25,20190123,017350
599407287,6095321,"Epic Games, Inc.",25,20190123,
599428771,253748612,Cheetah Mobile Inc.,25,20190124,020128
599486758,35867,20th Century Studios,25,20190123,010774
599486758,91031,TFCF Corporation,25,20190123,012886
599486758,191564,The Walt Disney Company,25,20190123,003980
599486758,393697,"Fox Entertainment Group, LLC",25,20190123,115872
599532480,289030,"Micron Technology, Inc.",25,20190124,007343
599532612,326954,"Navidea Biopharmaceuticals, Inc.",25,20190124,025924
599544713,192089,YRC Worldwide Inc.,25,20190124,011649
599794783,31007,Maxar Technologies Inc.,25,20190124,137609
599827160,85076655,360 Security Technology Inc.,25,20190124,186717
599846313,259981679,ClaritySpring Inc.,25,20190124,
599846313,537264492,"ClaritySpring Securities, LLC",25,20190124,
599910193,224055283,Snap Inc.,25,20190125,030091
599933533,6163432,AirAsia Group Berhad,25,20190125,271244
599933533,31048072,AirAsia X Berhad,25,20190125,315680
599946303,28374,"Extreme Networks, Inc.",25,20190125,119574
599975501,31148,"Marriott International, Inc.",25,20190126,028930
600005860,26290,"Janssen Biotech, Inc.",25,20190126,002846
600005860,665704,Genmab A/S,25,20190126,245207
600092014,3449701,"Wynn Resorts, Limited",25,20190128,149318
600092014,430654012,"Resorts World Las Vegas, LLC",25,20190128,
600144287,874001,ANA Holdings Inc.,25,20190129,100247
600155661,108253,"athenahealth, Inc.",25,20190128,177930
600206555,4222231,"Activision Blizzard, Inc.",25,20190129,180405
600206882,571928689,"Arlo Technologies, Inc.",25,20190130,033766
600210618,30781,"Lexicon Pharmaceuticals, Inc.",25,20190129,133868
600211260,288228332,"Tyme Technologies, Inc.",25,20190129,023337
600225437,213550695,Sogou Inc.,25,20190130,032639
600225453,874225,Vale S.A.,25,20190129,209382
600227081,9896965,"China Chemical & Pharmaceutical Co., Ltd.",25,20190129,201215
600228748,141325429,ProShares Trust II - ProShares Short VIX Short-Term Futures ETF,25,20190130,189657
600238307,559151,"ERBA Diagnostics, Inc.",25,20190129,128098
600307383,874225,Vale S.A.,25,20190130,209382
600342189,3604814,Calamos Asset Management Inc.,25,20190130,160989
600345134,414707666,Adventa Capital Pte Ltd,25,20190130,
600345318,537142197,Inner Mongolia SouthGobi Energy Limited,25,20190130,
600384389,19049,Bank of America Corporation,25,20190130,007647
600384389,306013,SUPERVALU INC.,25,20190130,010190
600384389,398625,"The Goldman Sachs Group, Inc.",25,20190130,114628
600384389,2339223,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",25,20190130,
600389476,8954457,Grant Thornton UK LLP,25,20190130,
600389476,22976330,Manchester Building Society Group,25,20190130,
600390084,33797,RH,25,20190130,111873
600445677,2444331,"Elo Touch Solutions, Inc.",25,20190131,
600456154,4494391,"Net 1 UEPS Technologies, Inc.",25,20190131,065540
600457429,542562757,CIMC Enric Investment Holdings (Shenzhen) Limited,25,20190131,
600461553,26290,"Janssen Biotech, Inc.",25,20190131,002846
600461553,665704,Genmab A/S,25,20190131,245207
600476323,349813,"BIOLASE, Inc.",25,20190131,023291
600490362,568468226,Uxin Limited,25,20190131,033697
600506941,11461617,"Pacific Biosciences of California, Inc.",25,20190131,185419
600523614,337017,"Revolution Lighting Technologies, Inc.",25,20190201,029921
600546679,578856289,Bistroamericana (BB) Sdn. Bhd. Malaysia,25,20190131,
600547359,280598621,"Yi Jun Restaurant Management (Shanghai) Co., Ltd.",25,20190131,
600547963,280598621,"Yi Jun Restaurant Management (Shanghai) Co., Ltd.",25,20190131,
600644557,289030,"Micron Technology, Inc.",25,20190201,007343
600648582,177031,General Electric Company,25,20190201,005047
600661240,251951,"Astec Industries, Inc.",25,20190201,012262
600663886,22687381,Mutual Fund Dealers Association Of Canada,25,20190131,
600690305,30663855,Wayfair Inc.,25,20190202,021540
600690516,1611542,"Globalstar, Inc.",25,20190201,175523
600712557,28756,"FLEETCOR Technologies, Inc.",25,20190201,184700
600865568,277824630,Indivior PLC,25,20190204,022410
600941669,4212056,"Mercedes-Benz USA, LLC",25,20190204,
600942177,53036657,Trulieve Cannabis Corp.,25,20190204,034214
600947313,5479792,Nestec SA,25,20190204,
600947313,231858828,"Nestlé Purina PetCare Global Resources, Inc.",25,20190204,
600951610,427445,"Impinj, Inc.",25,20190204,027387
600992281,128739842,"Puma Biotechnology, Inc.",25,20190205,170945
600992408,405739,Credit Suisse Group AG,25,20190205,028838
600992757,34970103,Resolute Energy Corporation,25,20190205,
601035725,881725,Dr. Reddy's Laboratories Limited,25,20190205,223098
601105430,2728320,Syneron Medical Ltd.,25,20190205,160902
601105430,7960389,Syneron Inc.,25,20190205,
601194598,24572,Alkermes plc,25,20190206,024302
601203130,7715437,U.S. Food and Drug Administration,25,20190205,
601293069,327735,"CBL & Associates Properties, Inc.",25,20190206,029082
601415757,141325429,ProShares Trust II - ProShares Short VIX Short-Term Futures ETF,25,20190207,189657
601464305,7694827,Internal Revenue Service,25,20190207,
601479796,283117572,NetJets Association of Shared Aircraft Pilots,25,20190207,
601544392,4247706,Grain Processing Corporation,25,20190206,
601548305,42083601,Alibaba Group Holding Limited,25,20190207,020530
601565971,4222231,"Activision Blizzard, Inc.",25,20190207,180405
601586523,26879308,Canada One Auto Group Inc.,25,20190206,
601604566,425004263,"LSW Holdings, LLC",25,20190208,
601604602,874225,Vale S.A.,25,20190208,209382
601626652,23777741,"SITO Mobile, Ltd.",25,20190207,149360
601657158,177031,General Electric Company,25,20190208,005047
601659982,44738768,"KVP International, Inc.",25,20190208,
601659982,98565072,"OrthoCor Medical, Inc.",25,20190208,
601659982,318830617,Caerus Corp.,25,20190208,
601679670,263093,DXC Technology Company,25,20190209,003336
601690943,741774,Wirecard AG,25,20190209,242158
601692447,26233,"Celadon Group, Inc.",25,20190208,029612
601725510,107586571,Financial Management Corporation,25,20190204,
601725510,579770817,Anderson Financial Management S.R.L. In Sigla A.F.M. S.R.L,25,20190204,
601735228,216695,"ZiiLABS Inc., Ltd.",25,20190209,064005
601735228,48993116,RPX Corporation,25,20190209,186308
601917685,127095032,"VEREIT, Inc.",25,20190211,186783
601917685,140072944,"VEREIT Operating Partnership, L.P.",25,20190211,
601919946,32305,"NuVasive, Inc.",25,20190211,264385
601919946,21766771,"Alphatec Holdings, Inc.",25,20190211,166555
601987314,3181355,"XPO Logistics, Inc.",25,20190212,144998
601988856,4532548,Paulson & Co. Inc.,25,20190211,
601988856,29515572,Detour Gold Corporation,25,20190211,176598
602012175,874343,Saipem SpA,25,20190123,101083
602027065,882940,Oil and Natural Gas Corporation Limited,25,20190211,208175
602027065,5686156,Sime Darby Engineering Sdn Bhd,25,20190211,
602032179,24349180,"Stein Riso Mantel McDonough, LLP",25,20190211,
602091872,35420524,"Maiden Holdings, Ltd.",25,20190212,178371
602153315,51235798,ProShare Capital Management LLC,25,20190208,
602153315,240778988,ProShares Trust II,25,20190208,
602169729,368944950,Zoono Group Limited,25,20190212,329144
602169729,552830604,Stayzon Retail Ventures Pty Ltd,25,20190212,
602176641,25046511,"Quantel-USA, Inc.",25,20190212,
602176641,27883015,Quantel Medical SAS,25,20190212,
602206103,165266,Highmark Inc.,25,20190212,
602206103,411173631,"BioMatrix, LLC",25,20190212,
602254522,269924,EQT Corporation,25,20190213,004430
602268343,558679,Danske Bank A/S,25,20190213,
602270465,319092,Perrigo Company plc,25,20190213,024782
602298311,405169015,Lumibird SA,25,20190213,233067
602368791,23557,The Wendy's Company,25,20190213,003708
602416796,242043229,IDB Interactive Sdn Bhd,25,20190213,
602470674,126752707,"Sky Solar Holdings, Ltd.",25,20190214,021814
602552283,292980,Bristow Group Inc.,25,20190215,008092
602552682,253132,"Avon Products, Inc.",25,20190214,001920
602596867,288228332,"Tyme Technologies, Inc.",25,20190214,023337
602597020,430038858,Venator Materials PLC,25,20190215,031823
602635204,222850725,Stimwave LLC,25,20190215,
602644588,263765,Molson Coors Beverage Company,25,20190215,003505
602658444,22745550,Stobart Group Limited,25,20190215,270591
602661718,285467,Eli Lilly and Company,25,20190215,006730
602661718,323452,Novo Nordisk A/S,25,20190215,008020
602661718,687130,Sanofi,25,20190215,101204
602719797,20946777,"AxoGen, Inc.",25,20190216,190355
602734248,11420608,South African Airways SOC Limited,25,20190215,
602734836,22386862,Chunghwa Picture Tubes (Bermuda) Ltd.,25,20190215,
602751300,4481380,Utusan Melayu (Malaysia) Berhad,25,20190214,206965
602959756,880894,Sanofi India Limited,25,20190218,203113
602978367,81851218,Zhejiang Cangnan Instrument Group Company Limited,25,20190218,327668
603038869,260619,Churchill Downs Incorporated,25,20190218,003028
603038869,662734,Aristocrat Leisure Limited,25,20190218,212628
603038869,20702081,"Big Fish Games, Inc.",25,20190218,
603038869,26593806,"Aristocrat Technologies, Inc.",25,20190218,
603044923,286119,Louisiana-Pacific Corporation,25,20190218,006821
603044923,753383,Roy O. Martin Lumber Company L.L.C.,25,20190218,
603062755,30993690,OSK Capital Sdn Bhd,25,20190215,
603176813,11777224,"TrustWave Holdings, Inc.",25,20190219,187700
603265065,361133,The Hertz Corporation,25,20190219,005600
603265065,681402,"American Traffic Solutions, Inc.",25,20190219,
603284850,34141,Pharmacia LLC,25,20190219,007536
603284850,365013,Solutia Inc.,25,20190219,065350
603284850,528414,Monsanto Company,25,20190219,140760
603310728,112656950,Omkar Speciality Chemicals Limited,25,20190220,296819
603327406,416620,UBS Group AG,25,20190220,144496
603328535,340196,ResMed Inc.,25,20190220,031887
603328535,875015,Fisher & Paykel Healthcare Corporation Limited,25,20190220,101256
603353613,3168457,Neovasc Inc.,25,20190220,143770
603353613,141822547,"Micro Interventional Devices, Inc.",25,20190220,
603360581,25933,"Altice USA, Inc.",25,20190220,012485
603650579,323756013,Conduent Incorporated,25,20190219,028719
603651480,248798654,"Retarus, Inc",25,20190220,
603653788,4932759,Univar Solutions Inc.,25,20190220,021515
603656945,32184,Piramal Enterprises Limited,25,20190221,223068
603657084,883992,Steinhoff International Holdings N.V.,25,20190221,232317
603657836,25538304,Reliance Communications Limited,25,20190221,275201
603679654,3531834,Armanino LLP,25,20190221,
603737026,248256,"Akorn, Inc.",25,20190221,014304
603750838,11777224,"TrustWave Holdings, Inc.",25,20190221,187700
603784309,571928689,"Arlo Technologies, Inc.",25,20190221,033766
603858532,26765,"CommScope Holding Company, Inc.",25,20190222,
603858532,301642807,CommScope Technologies LLC,25,20190222,
603880245,279252,Imperial Tobacco Canada Limited,25,20190222,
603926737,8285067,WuXi PharmaTech (Cayman) Inc.,25,20190222,178106
603927722,407863,Amarin Corporation plc,25,20190222,028027
603949589,337017,"Revolution Lighting Technologies, Inc.",25,20190223,029921
603949590,875165,Northern Dynasty Minerals Ltd.,25,20190223,107637
603961291,4434288,Trinity Capital Corporation,25,20190222,031491
603969431,24331721,InfuSystem Holdings Inc.,25,20190222,174428
603969487,31007,Maxar Technologies Inc.,25,20190223,137609
603983584,140170062,Sino Energy International Holdings Group Limited,25,20190220,305487
603992903,3168457,Neovasc Inc.,25,20190220,143770
604134781,550481687,Kemuncak Lanai Sdn. Bhd.,25,20190220,
604135274,965924,Stabil Drill Specialties LLC,25,20190225,
604163583,20387346,MTD Walkers PLC,25,20190218,221117
604167109,35648556,"Diplomat Pharmacy, Inc.",25,20190225,021047
604187363,278212,The Kraft Heinz Company,25,20190225,005568
604244430,319092,Perrigo Company plc,25,20190226,024782
604264799,24545059,Vanda Pharmaceuticals Inc.,25,20190225,166435
604272869,875120,SNC-Lavalin Group Inc.,25,20190225,014352
604274451,24816,Amgen Inc.,25,20190225,001602
604302608,1906420,"AVEO Pharmaceuticals, Inc.",25,20190226,184046
604368776,965924,Stabil Drill Specialties LLC,25,20190225,
604478579,267105,"Dominion Energy, Inc.",25,20190226,004029
604481971,24545059,Vanda Pharmaceuticals Inc.,25,20190226,166435
604484412,38895783,GrowMax Resources Corp.,25,20190226,290862
604524694,192089,YRC Worldwide Inc.,25,20190227,011649
604621713,407863,Amarin Corporation plc,25,20190227,028027
604622707,7959692,Valve Corporation,25,20190227,
604622707,46642259,"Riot Games, Inc.",25,20190227,
604763350,34730,Stamps.com Inc.,25,20190301,121673
604770143,27602218,"AmTrust Financial Services, Inc.",25,20190228,
604796351,26893,"Conagra Brands, Inc.",25,20190228,003362
604832136,274031831,"Syneos Health, Inc.",25,20190301,022039
604902009,93625,CVS Health Corporation,25,20190302,007241
604903466,137757,"DPW Holdings, Inc.",25,20190301,064163
604903718,7867930,"Hologenix, LLC",25,20190301,
604905845,248256,"Akorn, Inc.",25,20190301,014304
604905999,251951,"Astec Industries, Inc.",25,20190302,012262
604908173,25622,"Lineage Cell Therapeutics, Inc.",25,20190301,024996
604908173,8486057,"Broadwood Capital, Inc.",25,20190301,
604908173,234501591,"Asterias Biotherapeutics, Inc.",25,20190301,021150
604909002,4481398,Rizal Commercial Banking Corporation,25,20190301,207126
604917614,31016516,Kwantas Plantations Sdn. Bhd.,25,20190301,
604919923,885779,"Axon Enterprise, Inc.",25,20190228,143912
604920017,126752707,"Sky Solar Holdings, Ltd.",25,20190228,021814
604926165,241835442,Chye Hup Heng Sdn Bhd,25,20190228,
604926165,550039339,Union CHH Sdn Bhd,25,20190228,
604967575,30993690,OSK Capital Sdn Bhd,25,20190228,
604967575,60528507,Team Four Sdn Bhd,25,20190228,
604979190,291275546,"iSeeAutomation, Inc.",25,20190228,
605065104,266208867,FSD Pharma Inc.,25,20190228,033634
605098910,137646034,High Speed Two (HS2) Limited,25,20190304,
605144721,23943463,"Rimini Street, Inc.",25,20190304,019802
605185638,278212,The Kraft Heinz Company,25,20190304,005568
605185749,754046,"WW International, Inc.",25,20190305,145308
605327982,6245251,REC Silicon ASA,25,20190305,277426
605327982,382859664,"LERRI Solar Technology Co., Ltd.",25,20190305,
605336436,260149,"Lumen Technologies, Inc.",25,20190305,002884
605338263,253132,"Avon Products, Inc.",25,20190305,001920
605359149,4593409,United Behavioral Health,25,20190305,
605403923,551980965,Rapid Dose Therapeutics Corp.,25,20190305,
605426174,37286933,"Madison Stock Transfer, Inc.",25,20190226,
605426174,52248203,Hubei Chuguan Industry Co. Ltd.,25,20190226,
605460863,26762981,Advance Information Marketing Berhad,25,20190305,276654
605472308,873976,BNP Paribas SA,25,20190306,015532
605508986,85076655,360 Security Technology Inc.,25,20190306,186717
605512954,99150697,Huazhu Group Limited,25,20190306,184453
605518838,6648272,Energijos Skirstymo Operatorius AB,25,20190306,222131
605530623,2481334,Kia Motors Corporation,25,20190306,104606
605530623,9871804,Hyundai Motor Corp.,25,20190306,
605556670,31197,"Mattel, Inc.",25,20190307,007116
605559141,7701753,"Inogen, Inc.",25,20190307,019274
605574642,409218123,AAT Medical Limited,25,20190307,
605574642,409219137,AAT Research limited,25,20190307,
605591210,309503766,Multiplex Engineering And Infrastructure Pty Ltd,25,20190224,
605648384,382019264,Dekad Kaliber Sdn Bhd,25,20190306,
605679231,213550695,Sogou Inc.,25,20190307,032639
605680982,4161770,"KBR, Inc.",25,20190115,174310
605718160,286393,Markel Corporation,25,20190308,012909
605726156,874343,Saipem SpA,25,20190301,101083
605751075,279252,Imperial Tobacco Canada Limited,25,20190304,
605751075,4180420,JTI-Macdonald Corp.,25,20190304,
605751075,4439131,"Rothmans, Benson & Hedges Inc.",25,20190304,
605763244,138945707,VelocityShares Daily Inverse VIX Medium-Term ETN,25,20190307,185985
605772021,741774,Wirecard AG,25,20190307,242158
605772064,10287260,"SI Financial Group, Inc.",25,20190307,160667
605783765,349747,Tamino Minerals Inc.,25,20190308,061419
605797632,4222231,"Activision Blizzard, Inc.",25,20190308,180405
605810198,423304730,Sichuan Mianzhu Norwest Phosphate,25,20190308,
605810265,381615930,Silkroad Nickel Ltd.,25,20190307,327823
605810400,4291168,First United Bank and Trust Company,25,20190307,
605854858,323756013,Conduent Incorporated,25,20190308,028719
605854942,260149,"Lumen Technologies, Inc.",25,20190308,002884
605933815,30663855,Wayfair Inc.,25,20190311,021540
605946562,404281992,"Goldsky Asset Management, Llc",25,20190306,
605989904,106571,Labaton Sucharow LLP,25,20190311,
605989904,4182189,Morgan Stanley & Co. LLC,25,20190311,
605989904,6757990,"Sprouts Farmers Market, Inc.",25,20190311,017934
605989904,309682772,Barclays Capital Inc,25,20190311,
605989904,325721000,"Ap Sprouts Holdings (Overseas) Gp, Llc",25,20190311,
605990089,403189,"HomeServices of America, Inc.",25,20190311,124676
605990089,4370589,National Association of REALTORS,25,20190311,
605990089,4539804,"Keller Williams Realty, Inc.",25,20190311,
605990089,26879202,Realogy Holdings Corp.,25,20190311,174022
605990089,244741443,"RE/MAX Holdings, Inc.",25,20190311,018578
606013688,308047,Teva Pharmaceutical Industries Limited,25,20190219,014538
606018416,20609524,Zovio Inc,25,20190311,182112
606024218,177031,General Electric Company,25,20190311,005047
606024345,263765,Molson Coors Beverage Company,25,20190311,003505
606024353,274031831,"Syneos Health, Inc.",25,20190311,022039
606024512,35648556,"Diplomat Pharmacy, Inc.",25,20190311,021047
606025613,251951,"Astec Industries, Inc.",25,20190311,012262
606025615,882937,Nidec Corporation,25,20190311,221821
606026067,874225,Vale S.A.,25,20190312,209382
606047993,882666,Puncak Niaga Holdings Berhad,25,20190308,230878
606074762,134255383,Kuasatek (M) Sdn Bhd,25,20190311,
606107813,334744,Knight-Swift Transportation Holdings Inc.,25,20190312,030861
606112696,4233248,Baltimore City Public School Systems,25,20190312,
606136679,311626862,NIO Limited,25,20190312,034067
606147446,192186,"Spectrum Brands Holdings, Inc.",25,20190312,011670
606166533,30487348,"FTS International, Inc.",25,20190312,
606167225,540635566,FinVolution Group,25,20190312,032625
606180342,314425737,"ELCO Lighting, Inc.",25,20190313,
606210365,279252,Imperial Tobacco Canada Limited,25,20190313,
606210883,292105657,"Nanotech Co.,Ltd",25,20190313,
606210883,427195010,"Guangdong Alison Hi-Tech Co., Ltd",25,20190313,
606231966,778699,Telecom Argentina S.A.,25,20190313,029194
606236259,876192,Recylex S.A.,25,20180524,101451
606251888,25933,"Altice USA, Inc.",25,20190313,012485
606282105,311626862,NIO Limited,25,20190313,034067
606339036,23005,Société Générale Société anonyme,25,20180604,015784
606342073,22552984,National Hydrocarbons Agency,25,20180608,
606342073,69927694,InterOil Colombia Exploration and Production Inc.,25,20180608,
606393311,20609524,Zovio Inc,25,20190314,182112
606397897,314515,Whirlpool Corporation,25,20190314,011465
606464817,31007,Maxar Technologies Inc.,25,20190314,137609
606465617,1423826,Corcept Therapeutics Incorporated,25,20190314,146616
606465631,130863,L.B. Foster Company,25,20190314,004860
606465631,1469970,Union Pacific Railroad Company Inc.,25,20190314,
606496381,141581761,"JELD-WEN Holding, Inc.",25,20190315,027386
606501078,27444752,"Tesla, Inc.",25,20190308,184996
606530737,137304893,"American Renal Associates Holdings, Inc.",25,20190315,026126
606532079,333455,"U.S. Xpress Enterprises, Inc.",25,20190315,
606533076,4004325,U.S. Bank National Association,25,20190315,
606535160,528092,United Microelectronics Corporation,25,20190315,209341
